ID,Country,Institution,Description,Contact,Link,Researchers,Students,Others,Accommodation,Funding,Remote work,General funding scheme,Other,Research focus,Natural sciences,Social sciences,Humanities and the arts,Engineering and technology,Medical and health sciences,Agricultural and veterinary sciences,Unspecified,Support period,Additional support,lat,lng
U568,South Korea,German Engineering Center LSTME Busan,"LSTME Busan offers paid student research jobs for undergraduate and master students as well as in total 3 full-time positions for 6 months alternatively for PhDs, Postdocs, Senior Reasearchers or Professors with engineering or natural science background preferably on the fields of Experimental, Theoretical and Simulative Fluid Mechanics. At LSTME Busan well equiped labs and high-performance computers are available. Working language is English, but in our staff we have native speakers from 10 european, asiatic and african countries. We could assist you in travelling, VISA and accomodation matters. It is expected the immigration authorities will also issue visas for close family members.   \nThe German Research and Development Center LSTME Busan (South Korea) is a non-profit corporation financially supported from the Busan Metropolitan City and Korean Ministry of Trade, Industry and Energy. LSTME Busan is a twin institute of the Institute of Fluid Mechanics at the German FA Universität Erlangen-Nürberg. Which emphasis on fluid mechanical transport processes, LSTME Busan devotes to future-oriented engineering activities that meet the needs of the human individual and societies on the fields of food/nutrition, Medicine/Pharmacy, Renewable Energie and Water/Enviroment. \nhttps://lstme.de/, https://www.lstm.tf.fau.eu/research/research-areas/lstme-busan-branch.",antonio.delgado@lstme.org,https://www.lstm.tf.fau.eu/research/research-areas/lstme-busan-branch/,1,1,,,1,,,,Fluid Mechanics in Engineering Science,1,,,1,1,1,,"6 months, with a chance of an extension",We will offer assistance in any matter that would be required for living in Busan,35.1447,128.8242
U569,United Kingdom,University of Portsmouth,The Faculty of Business and Law at the University of Portsmouth is offering a fully-funded 3-year PhD bursary (on any area / topic within the Faculty research remit) to scholars at risk / scholars from states in crisis in collaboration with Scholars at Risk. We are currently recruiting for AY 2022-2023 and we may be able to offer an exceptional June 2022 start date.,panos.kapotas@port.ac.uk,https://www.port.ac.uk/study/postgraduate-research/research-degrees/phd/explore-our-projects/scholars-at-risk-scholars-from-states-in-crisis,,1,,,1,,,,"Any area / topic in business or law (accounting, finance, economics, law etc)",,1,1,,,,,3 years,,50.7939,-1.0995
U570,United Kingdom,University of Cambridge,"Studentship for undergraduate and postgraduate students to apply and study in Cambridge, open to Ukrainian students. Deadline 17 March! Informal queries can be made to Dr. Meritxell Nus Chimeno (mn421@cam.ac.uk)",cambridge.trust@admin.cam.ac.uk,https://www.cambridgetrust.org/scholarships/rowan-williams-cambridge-studentship/,,1,,,1,,,1,Any,,,,,,,1,,,52.2044,0.1201
U571,Latvia,"Riga Technical University, Institute of Energy Systems and Environment","Biosystems research group at RTU IESE (Riga, Latvia) offers support for a masters or PhD student or researcher for as long as he/she wish to stay for a full time (preferred) or part time position at our institute. Ideally with good chemistry knowledge, as daily tasks will involve working with gas and liquid chromatographs for which we can provide training.",kriss.spalvins@rtu.lv,https://videszinatne.rtu.lv/en/,1,1,,,1,,,,Fatty acid analysis in microbial samples using gas chromatography and amino acid analysis in microbial samples using liquid chromatography,1,,,1,1,1,,For as long as one wish to stay.,We can help with whatever needs that might arise or at least guide to someone who could help. So just ask and we will see how we can help.,56.9523,24.0777
U572,Latvia,Latvian State Institute of Wood Chemistry,"We can provide infrastructure, as well as support from staff to do research related to wood or other biomass conversion technologies and products.",kristine.meile@kki.lv,http://www.kki.lv/en,1,1,,,1,,,1,"Biomass processing, bio-economy",1,,,1,,,,,,56.9751,24.1908
U573,United States,"MD Anderson Cancer Center, Houston, Texas.","Post-doctoral and graduate student positions for students and researchers from Ukraine available in our translational research laboratory to study novel therapeutic strategies targeting the cell cycle for the treatment of advanced breast cancer, sarcoma, ovarian cancer and pancreatic cancers.",kkeyomar@mdanderson.org,https://www.mdanderson.org/research/departments-labs-institutes/labs/keyhunt-laboratory.html,1,1,,,1,,,,"Translational research program for identifying novel therapeutic strategies and prognostic markers based on alterations in G1/S and G2/M checkpoints in tumor cells focusing on solid tumors such as breast, sarcoma, pancreatic and lung cancers",,,,,1,,,1-3 years,,29.7060,-95.4020
U574,United States,University of Pittsburgh School of Law,Financial support available for law students and recent law graduates from Ukraine interested in an LLM degree from the University of Pittsburgh School of Law. 12 months program starting in August 2022.,charles.kotuby@pitt.edu,https://www.law.pitt.edu/centers/center-international-legal-education,,1,,,1,,,,International Law,,1,,,,,,,,40.4422,-79.9579
U575,United States,Van Andel Research Institute,"The Guerreiro-Bras is can offer a position for laboratory technicians, research associates and postdoctoral fellows from Ukraine, full-time.",Rita.Guerreiro@vai.org,https://www.vai.org/,1,1,,1,1,,,,"Data Science, Bioinformatics, Neurogenetics, Human Genetics",1,,,,1,,,,,42.9696,-85.6694
U576,Portugal,"Universidade Católica Portuguesa, Center for Interdisciplinary Research in Health (CIIS), SalivaTec Lab",We offer: - Research visit;  - Office space; - Computer with internet access; - Access to library and/or lab facilities,rmsilva@ucp.pt,https://fmd.viseu.ucp.pt/,1,1,,,,,,1,Biomedical Sciences / Dental Medicine,,,,,1,,,,,40.6535,-7.9087
U577,Italy,University of Milan,"Frasca's research group at Computer Science Dep., University of Milan, Via Celoria 18, Milan, Italy, offers a postgraduate from Ukraine full-time 1-year position as research fellow.  A public competition will take place on March 22nd, and to participate please follow this link https://www.unimi.it/it/ricerca/ricerca-lastatale/fare-ricerca-da-noi/assegni-e-borse/bandi-assegni-di-ricerca/bando-di-tipo-b-dott-frasca-id-5245, by March 15th.  No accommodation is included, but the salary largely allows to rent one. The communication language is English, or Italian, or French if preferred. Smart-work also allowed at need.",marco.frasca@unimi.it,https://www.unimi.it/it/ricerca/ricerca-lastatale/fare-ricerca-da-noi/assegni-e-borse/bandi-assegni-di-ricerca/bando-di-tipo-b-dott-frasca-id-5245,1,1,,,1,,,,Deep Learning and DNNs compression,,,,1,,,,1 year,We can redirect to university and municipal support offices for any information and need,45.4600,9.1923
U578,Belgium,Ghent University,"LAW Faculty and research position : The general information about the options to apply for a visiting scholarship can be found at our faculty. In particular for colleagues with EU law expertise, a position could be envisaged at the Ghent European Law Institute.",Peter.VanElsuwege@UGent.be,https://www.ugent.be/re/en/research/researchportal/researchfunding/overview.htm,1,,,,1,,,,Law,,1,,,,,,3+ months,,51.0247,3.7231
U579,Italy,Torino University,Call for Visiting Professors to support Ukrainian professors and researchers and families,cristian.collina@unito.it,https://www.dcps.unito.it/do/docenti.pl/Show?_id=ccollina#tab-profilo,1,,,,1,,,,Law,,1,,,,,,,,45.0697,7.6869
U580,Germany,Ruhr University Bochum,"Paid internships, research visits, PhD, post-doc for students and scholars from Ukraine",kevin.borgolte@rub.de,https://informatik.rub.de,1,1,,,1,,,,Software analysis/security and network security,,,,1,,,,,,51.4458,7.2596
U581,France,University of Reims Champagne-Ardenne,Our lab REGARDS at URCA can offer support for a researcher in management and economics for 3 months within the French PAUSE arrangement.,dominique.roux@univ-reims.fr,"https://www.univ-reims.fr/regards/presentation-du-centre/laboratoire-regards,9586,17502.html",1,,,,1,,,,"Bioeconomy, health economics, economics philosophe, marketing, management, accounting",,1,,,,,,,,49.2328,4.0055
U582,Sweden,KTH Royal Institute of Technology,"No financial support available immediately, but I will be happy to act as host for applications to calls such as the one linked below.",hedvig@kth.se,https://strategiska.se/en/ssf-supports-ukrainian-researchers-with-30-million-sek/,1,,,,,,,1,Computer Vision or Machine Learning,,,,1,,,,,,59.3499,18.0681
U583,France,University of Evry/University Paris-Saclay,"The IBISC laboratory offers two 6-month internship scholarships to Master’s students enrolled in a Ukrainian university.\nFor any information, send an email to direction@ibisc.univ-evry.fr. All the laboratory’s research themes in Computer science and Electrical Engineering are described on its website: ibisc.univ-evry.fr",direction@ibisc.univ-evry.fr,https://www.ibisc.univ-evry.fr/en/,,1,,,1,,,,,,,,1,,,,,,48.6244,2.4252
U584,Italy,Politecnico di Bari,"Politecnico di Bari launches a call for n.10 outstanding and highly qualified Professors and Researchers, belonging to Ukrainian Universities, Research Centres or Higher Education Institutions, aimed to develop teaching and research activities in the Departments of Politecnico di Bari. Stays shall not be less than 3 months, must take place on a continuos basis and provide for the development of teaching modules whichwill be part of the undergraduate degree or master's degree or a PhD. http://www.poliba.it/sites/default/files/dr_266_-_ucraina_bando_visiting_professors_21_22.pdf",rosilda.sammarco@poliba.it,https://www.poliba.it/it/internazionale/international-relations-office,1,,,,1,,,,,1,1,1,1,1,1,,>3 months,,41.1093,16.8768
U585,Germany,Max Planck Institute for Infection Biology,"We can offer funding to Ukrainian scientists at different career stages: professors, postdocs, PhD students, Master and Bachelor students. Ideally in the areas of infection biology, immunology, microbiology but we are very flexible with the research interests.",iatsenko@mpiib-berlin.mpg.de,https://www.mpiib-berlin.mpg.de/1946812/Genetics-of-Host-Microbe-Interactions,1,1,,1,1,,,,"Insect physiology, host-microbe interactions",1,,,,1,1,,from 6 months,,52.5251,13.3735
U586,Germany,"LMU Munich/History department, Project House Europe & Center for Global history","The Department of History at LMU Munich, together with the German-Ukrainian Historical Commission (DUHK), the Project House Europe and the Center for Global History, has launched a program that enables Ukrainian scholars in the historical sciences to spend up to six months at LMU.",Lena.Lopatschow@lrz.uni-muenchen.de,https://www.geschichts-und-kunstwissenschaften.uni-muenchen.de/ua_aktuell/index.html,1,,,1,1,,,,Modern History,,,1,,,,,Up to 6 months,,48.1488,11.5757
U587,Italy,"University of Genoa, Dissal - Department of Health Sciences","The Department of Health Sciences of the University of Genoa, Italy, offers a funded opportunity, open for researchers working at Ukrainian university/institutes at all career levels, wishing to work in the field of Epidemiology & Statistics, Virology and Vaccinology.\nWe would be happy to cover all research-related expenditures and provide assistance for finding a living solution (support period up to 1 year).",alberto.battaglini@hsanmartino.it,https://dissal.unige.it/,1,1,,,1,,,1,"Epidemiology & Statistics, Virology and Vaccinology",,,,,1,,,up to 1 year,,44.4148,8.9245
